order_id,customer_id,order_date,status,payment_method,shipping_address,billing_address,discount_amount,tax_amount,shipping_cost,total_amount,currency,created_at,updated_at,subtotal
19928199,464004,2024-02-27T07:37:36.319279,Shipped,Debit Card,"017 Sims Flats Suite 693 New Jonathan, RI 21179","2383 Martinez Falls North Petershire, AK 94742",78.84,1679.29,34.56,21391.37,USD,2024-02-27T07:37:36.319279,2024-02-29T07:37:36.319279,19756.36
19928200,485107,2024-09-05T18:29:28.178580,Shipped,PayPal,"4952 Olson Crossing Apt. 535 Bradleyview, TN 10996","073 Laura Spur Apt. 766 East Jacobmouth, CO 50890",61.34,464.3,46.01,5872.44,USD,2024-09-05T18:29:28.178580,2024-09-06T18:29:28.178580,5462.36
19928215,470582,2024-11-30T17:59:06.547709,Shipped,Credit Card,"2584 Nichols Crossing East Patty, FM 88466","4239 Ponce Falls Jenkinshaven, WY 60235",1.59,1851.21,21.04,22635.8,USD,2024-11-30T17:59:06.547709,2024-12-02T17:59:06.547709,21778.92
19928233,414095,2025-06-22T15:17:56.506941,Completed,Credit Card,"24540 David Route Apt. 221 Brianview, MS 06163","97490 Garcia Plaza Suite 923 Port Johnnyberg, DE 91347",0.0,1777.66,49.0,22740.29,EUR,2025-06-22T15:17:56.506941,2025-06-29T15:17:56.506941,20913.63
19928246,462166,2025-02-20T12:13:01.353158,Completed,Digital Wallet,"9250 Adams Drive Suite 424 Johnsonfort, SC 71844","2428 Walker Glens Apt. 913 Kylefort, PW 51880",28.89,1435.93,1.15,18287.49,EUR,2025-02-20T12:13:01.353158,2025-02-26T12:13:01.353158,16893.3
19928249,489938,2023-05-20T14:41:07.062295,Processing,Bank Transfer,"951 Fowler Valley South Timothyview, SD 42546","039 Mueller Mission Jamesberg, ID 38534",21.15,1388.9,41.63,17749.35,CAD,2023-05-20T14:41:07.062295,2023-05-23T14:41:07.062295,16339.97
19928256,498884,2025-02-28T19:20:59.620804,Completed,Credit Card,"8142 Steven Lodge Suite 882 North Amandastad, WV 93759","39361 Bell Vista Port Joshua, OH 54491",0.0,1650.3,31.36,20901.88,USD,2025-02-28T19:20:59.620804,2025-03-02T19:20:59.620804,19415.3
19928267,455590,2025-05-11T13:08:19.789161,Completed,Credit Card,"340 Nguyen Corners Apt. 060 North Monica, PA 44465","117 Simmons Manors Apt. 652 Smithland, NY 36399",0.0,1722.9,8.8,21955.95,EUR,2025-05-11T13:08:19.789161,2025-05-18T13:08:19.789161,20269.41
19928273,408564,2025-07-06T15:27:34.920542,Completed,Cash on Delivery,USCGC Haas FPO AP 93663,"182 Scott Port Amybury, OR 87339",64.82,1518.0,31.12,19336.86,USD,2025-07-06T15:27:34.920542,2025-07-13T15:27:34.920542,17858.870000000003
19928310,499434,2025-04-19T17:23:12.252315,Completed,PayPal,"9059 Jenkins Fall Suite 202 New Ronald, MI 05307","45977 Arnold Meadow Apt. 548 New Christopherton, GA 33892",0.0,1945.59,48.12,24641.0,USD,2025-04-19T17:23:12.252315,2025-04-25T17:23:12.252315,22889.3
19928328,432615,2024-05-14T03:00:37.488511,Completed,Cash on Delivery,"24117 Alvarez Parkway Apt. 069 Wrightport, MN 95488","358 Albert Landing Port Gregory, AL 05537",0.0,1990.98,27.81,22631.7,USD,2024-05-14T03:00:37.488511,2024-05-17T03:00:37.488511,23423.26
19928343,471085,2025-05-08T17:17:11.183648,Completed,Debit Card,"907 Meagan Flats Suite 486 Jonestown, MS 65763","739 Jessica Harbor Port Donna, PW 38391",29.21,565.97,7.94,7140.76,USD,2025-05-08T17:17:11.183648,2025-05-10T17:17:11.183648,6658.42
19928361,493502,2025-05-12T21:50:58.531774,Completed,PayPal,"6899 Connie Ferry Apt. 366 North Christinemouth, DC 57382","7038 Jerry Pass Lake Kimberlyport, AZ 75373",0.0,2690.84,19.08,34306.79,EUR,2025-05-12T21:50:58.531774,2025-05-14T21:50:58.531774,31656.93
19928407,402442,2024-10-02T12:00:48.418688,Completed,Credit Card,"71041 Campbell Streets Suite 660 Brownbury, TX 75681","3312 Love Crest Apt. 994 Lesliefurt, MI 50635",0.0,501.8,45.8,6400.67,USD,2024-10-02T12:00:48.418688,2024-10-04T12:00:48.418688,5903.5
19928429,467596,2023-04-06T19:09:42.156667,Shipped,PayPal,"7073 Wyatt Rapids Apt. 071 South Julie, WV 67345","773 Garner Fords Wolfborough, WV 42926",0.0,142.4,20.8,1838.52,USD,2023-04-06T19:09:42.156667,2023-04-08T19:09:42.156667,1675.3200000000002
19928445,427546,2025-02-04T22:02:58.364708,Completed,PayPal,"360 Long Corners Pamelamouth, GU 05298","398 Lisa Keys Suite 247 West Seanbury, AL 70792",0.0,1797.88,37.63,21663.46,USD,2025-02-04T22:02:58.364708,2025-02-11T22:02:58.364708,21151.52
19928448,447538,2025-06-23T10:02:06.357979,Cancelled,Bank Transfer,"2931 Harvey Freeway Suite 476 West Karimouth, PA 66864","27571 Hawkins Ford Apt. 622 Brianbury, VI 59339",0.0,1864.83,36.43,22109.18,GBP,2025-06-23T10:02:06.357979,2025-06-29T10:02:06.357979,21939.12
19928452,468458,2025-03-10T00:14:51.936914,Completed,Digital Wallet,"18106 Anderson Expressway Ginaton, AR 70807","PSC 7891, Box 7399 APO AA 73091",33.46,2075.49,20.35,26479.91,USD,2025-03-10T00:14:51.936914,2025-03-17T00:14:51.936914,24417.53
19928475,430844,2023-10-21T19:08:45.906109,Completed,PayPal,"528 Mcintosh Unions Lake Samanthaport, PW 32037","3140 Lopez Island Apt. 216 South Carrie, WA 81124",74.96,767.58,22.74,9745.72,CAD,2023-10-21T19:08:45.906109,2023-10-25T19:08:45.906109,9030.36
19928479,451462,2023-12-12T16:11:05.819865,Completed,Credit Card,"9307 Johnson Brooks Suite 865 Port Angela, DE 28064","899 Andrea Inlet Suite 937 Krystaltown, CT 16201",0.0,1545.95,21.83,19755.41,EUR,2023-12-12T16:11:05.819865,2023-12-18T16:11:05.819865,18187.63
19928480,461380,2022-07-30T08:34:39.063453,Shipped,Digital Wallet,"99156 Kristen Haven Port James, IN 86198","8728 Roberto Tunnel Carrmouth, SC 77209",86.83,1835.18,27.26,23365.94,GBP,2022-07-30T08:34:39.063453,2022-07-31T08:34:39.063453,21590.33
19928482,411200,2025-02-24T03:43:11.998427,Completed,Debit Card,"96548 Leach Locks North Heather, SD 95090","667 Martinez Dam Suite 762 Christophermouth, WV 84415",0.0,1666.82,30.9,21307.36,USD,2025-02-24T03:43:11.998427,2025-03-02T03:43:11.998427,19609.64
19928490,476521,2024-10-11T23:53:35.499466,Shipped,Credit Card,"34533 Ellen Trail Apt. 043 Foxburgh, NV 71949","86587 Sarah Glens Apt. 809 Sextonfort, WA 04602",0.0,2225.32,6.51,28412.02,GBP,2024-10-11T23:53:35.499466,2024-10-15T23:53:35.499466,26180.19
19928509,490673,2023-11-18T19:12:09.176820,Completed,Digital Wallet,"467 Joseph Dam Apt. 111 Johnchester, MN 32096",USNV Dorsey FPO AE 39241,0.0,1083.44,41.28,13871.07,USD,2023-11-18T19:12:09.176820,2023-11-23T19:12:09.176820,12746.35
19928513,480122,2024-02-23T19:51:56.020558,Completed,Cash on Delivery,"983 Rowe Plains Apt. 551 Port Jackport, GA 80494","4728 Richards Avenue Suite 592 Jenniferbury, OH 11335",0.0,3813.62,30.79,48285.97,USD,2024-02-23T19:51:56.020558,2024-02-29T19:51:56.020558,44866.060000000005
19928517,408788,2025-06-02T19:50:25.528564,Completed,Cash on Delivery,"28747 Greene Canyon Apt. 118 Fosterview, SC 96225","2464 Joshua Fork Suite 059 New Christopherfurt, NV 53955",0.0,420.89,33.59,5361.46,EUR,2025-06-02T19:50:25.528564,2025-06-07T19:50:25.528564,4951.639999999999
19928533,477489,2024-12-26T14:45:02.341155,Shipped,Digital Wallet,"4852 Andrews Points Suite 960 Margaretport, NY 55880","96450 Robert Park Suite 913 New Bryanborough, OH 65010",0.0,1759.7,11.12,21220.43,USD,2024-12-26T14:45:02.341155,2024-12-28T14:45:02.341155,20702.41
19928546,409325,2023-08-21T23:59:10.591675,Completed,PayPal,"PSC 8031, Box 1625 APO AE 90480","45232 Margaret Crossroad Apt. 901 South Melinda, PW 94699",0.0,134.6,36.81,1754.95,EUR,2023-08-21T23:59:10.591675,2023-08-22T23:59:10.591675,1583.54
19928547,438615,2025-07-13T13:22:24.590534,Completed,Credit Card,"90711 Mendoza Cape Port Matthewburgh, ME 26277","434 Tran Shore Lake Alexaborough, CO 89203",0.0,903.32,12.5,10912.92,USD,2025-07-13T13:22:24.590534,2025-07-18T13:22:24.590534,10627.35
19928558,428998,2025-04-30T02:31:57.964116,Shipped,Digital Wallet,"824 Meyer Village North Sue, WY 25988","3462 Vincent Alley Suite 950 Lake James, SC 85900",0.0,111.76,31.68,1458.32,USD,2025-04-30T02:31:57.964116,2025-05-03T02:31:57.964116,1314.88
19928582,445439,2025-02-03T14:51:32.497817,Completed,Debit Card,"1014 Moore Stravenue Apt. 885 Goodmanview, VA 57185","8246 Hardin Meadows Suite 353 Collinsview, SC 30184",64.94,1797.68,20.91,22503.77,USD,2025-02-03T14:51:32.497817,2025-02-06T14:51:32.497817,21149.12
19928621,463383,2025-04-20T07:31:49.675133,Completed,Digital Wallet,"6534 Johnson Cliffs Edwardberg, PW 47020","77200 John Cliffs Hollyhaven, NY 63183",0.0,1022.56,20.03,12910.45,USD,2025-04-20T07:31:49.675133,2025-04-24T07:31:49.675133,12030.080000000002
19928629,438208,2024-04-28T14:25:14.925154,Shipped,Cash on Delivery,"PSC 3670, Box 9275 APO AE 19705","94145 Daniel Mountain Suite 803 Jenkinshaven, MT 89417",15.55,2823.71,12.25,35981.03,CAD,2024-04-28T14:25:14.925154,2024-05-01T14:25:14.925154,33220.12
19928641,430679,2024-03-25T18:28:51.399476,Completed,Cash on Delivery,"52241 Kelly Terrace Suite 481 Curtisfort, VA 28088","4164 King Centers Apt. 558 North Johnmouth, AL 53603",0.0,1142.58,10.28,14595.02,EUR,2024-03-25T18:28:51.399476,2024-03-30T18:28:51.399476,13442.160000000002
19928662,460805,2025-01-25T09:17:17.438503,Completed,Cash on Delivery,"806 Ruben Light Suite 503 East Erin, OK 89536","0752 Dylan Corner Suite 935 North Linda, NY 35012",0.0,99.6,10.05,1281.39,USD,2025-01-25T09:17:17.438503,2025-01-26T09:17:17.438503,1171.74
19928668,497932,2023-04-11T02:00:51.711334,Completed,Digital Wallet,Unit 1199 Box 8770 DPO AA 31296,"611 Ray Mountains Shermanbury, NM 75317",0.0,1538.87,28.07,19670.03,USD,2023-04-11T02:00:51.711334,2023-04-17T02:00:51.711334,18104.4
19928707,403132,2025-07-13T04:30:42.272305,Completed,Credit Card,"60144 Braun Vista Suite 926 Nelsonside, OH 73591","524 David Greens Suite 449 Lake Michelle, TN 20035",0.67,304.29,5.32,3888.78,USD,2025-07-13T04:30:42.272305,2025-07-17T04:30:42.272305,3579.84
19928711,498335,2023-03-24T01:41:11.673472,Shipped,Credit Card,"828 Aaron Spurs East Jenniferborough, VT 60304","7588 Atkinson Throughway Kevinton, CT 22160",0.0,1327.79,36.09,16624.48,EUR,2023-03-24T01:41:11.673472,2023-03-27T01:41:11.673472,15621.04
19928715,418118,2025-05-25T01:30:17.522748,Returned,Bank Transfer,"74694 Andrew Highway Suite 096 Lake Travischester, MI 60027","3302 Adrian Expressway Cookstad, SC 87247",34.14,2866.47,3.7,33320.07,EUR,2025-05-25T01:30:17.522748,2025-05-26T01:30:17.522748,33723.19
19928725,426085,2024-04-03T01:35:11.000413,Completed,PayPal,"3166 Thomas Meadow Suite 297 Atkinsborough, OR 79604","791 Ronald Plain Suite 514 Lake Justin, WY 22278",49.36,1518.8,44.89,19382.51,GBP,2024-04-03T01:35:11.000413,2024-04-03T01:35:11.000413,17868.18
19928738,455419,2024-02-23T01:21:51.372931,Shipped,Bank Transfer,"579 Shane Fork Gregoryfort, PR 78416","42749 Yolanda Fields Dorothybury, FL 28480",53.44,2098.19,6.11,26734.11,GBP,2024-02-23T01:21:51.372931,2024-02-29T01:21:51.372931,24684.57
19928744,441920,2025-06-24T03:51:14.952039,Processing,PayPal,"17395 Rebecca Rapids Apt. 057 Mejialand, IN 43651","3330 Hudson Harbor Apt. 197 Nathanview, AL 99380",81.47,1543.55,16.36,19637.81,USD,2025-06-24T03:51:14.952039,2025-06-27T03:51:14.952039,18159.370000000003
19928753,411474,2025-03-08T02:49:34.776830,Completed,Debit Card,"48634 Aguilar Mountains Suite 255 Zimmermanside, VI 58177","868 Zachary Mountain Loveborough, WV 19003",6.67,823.92,30.7,10541.07,USD,2025-03-08T02:49:34.776830,2025-03-09T02:49:34.776830,9693.12
19928768,470687,2024-01-12T01:46:42.761865,Shipped,Cash on Delivery,"665 Moore Skyway Williamton, NV 03919","37863 Carlson Center Apt. 746 Lake Laura, VI 19741",0.0,2007.35,20.98,25225.44,USD,2024-01-12T01:46:42.761865,2024-01-13T01:46:42.761865,23615.94
19928778,438432,2025-04-12T17:43:33.320451,Completed,Digital Wallet,"986 Boone Station Suite 128 Jimenezshire, OK 32884","69662 Carr Spurs Webermouth, CO 31416",0.0,2143.35,14.1,25632.99,GBP,2025-04-12T17:43:33.320451,2025-04-18T17:43:33.320451,25215.910000000003
19928791,455017,2025-06-24T08:57:08.969727,Completed,PayPal,"298 James Crossing East Ronaldshire, AS 24210","1307 William Creek Apt. 111 New Michelle, VI 86223",0.0,758.53,1.72,8871.0,EUR,2025-06-24T08:57:08.969727,2025-06-29T08:57:08.969727,8923.89
19928793,434738,2025-06-25T16:59:49.982353,Processing,Cash on Delivery,"95452 George Mill Apt. 633 Richardsonfort, MN 78174","4336 Bob Ranch Suite 805 Ronaldtown, WA 15511",0.0,18.73,25.89,264.97,CAD,2025-06-25T16:59:49.982353,2025-06-26T16:59:49.982353,220.35
19928797,444720,2024-12-06T03:28:29.753906,Completed,Debit Card,USCGC Perez FPO AA 47294,"PSC 9120, Box 3848 APO AA 43273",0.0,1791.35,24.01,22277.54,USD,2024-12-06T03:28:29.753906,2024-12-08T03:28:29.753906,21074.75
19928803,418693,2023-05-31T01:01:13.519733,Completed,Digital Wallet,"3736 Olivia Bypass West Laurastad, RI 03544","620 Danielle Branch Port Jennifer, TN 09141",0.0,1442.77,13.97,18084.83,EUR,2023-05-31T01:01:13.519733,2023-06-07T01:01:13.519733,16973.77
19928805,469978,2025-03-25T03:25:31.480154,Completed,Credit Card,"45098 Mora Extension Apt. 638 Jonesville, MP 71280","8721 Santos Cape West Candicebury, AS 79280",0.0,1218.59,47.53,15188.09,EUR,2025-03-25T03:25:31.480154,2025-03-27T03:25:31.480154,14336.399999999998
19928824,478725,2025-06-22T07:20:16.191504,Shipped,Cash on Delivery,"986 Ramirez Skyway Suite 344 Port April, NJ 20503","682 Ian Hill East Joshua, MI 57231",0.0,1066.38,28.35,13352.48,GBP,2025-06-22T07:20:16.191504,2025-06-25T07:20:16.191504,12545.63
19928829,499882,2025-06-08T13:53:31.683301,Completed,Digital Wallet,"558 Christian Locks Brownbury, MN 34114","699 Stewart Junction Apt. 937 Lake Aaron, AK 93153",0.0,1076.51,28.08,13743.6,USD,2025-06-08T13:53:31.683301,2025-06-08T13:53:31.683301,12664.88
19928834,494922,2023-06-13T09:05:35.482534,Completed,Cash on Delivery,"15308 Courtney Freeway West Albert, CT 95551","PSC 7052, Box 1060 APO AP 89962",1.66,1102.1,41.84,14108.22,USD,2023-06-13T09:05:35.482534,2023-06-19T09:05:35.482534,12965.94
19928837,461084,2024-04-27T20:31:26.206462,Completed,Digital Wallet,USCGC Rodriguez FPO AP 79376,"72856 Bailey Plaza Apt. 947 Lake Keithberg, OR 58990",0.0,795.72,14.18,10075.66,EUR,2024-04-27T20:31:26.206462,2024-04-30T20:31:26.206462,9361.42
19928840,477051,2025-05-30T21:11:11.226394,Completed,Credit Card,"860 Kristen Lakes East Patrickport, WA 72545","3048 Frederick Dale Suite 779 Christopherchester, IL 88180",0.0,1047.51,7.72,12422.5,EUR,2025-05-30T21:11:11.226394,2025-05-30T21:11:11.226394,12323.65
19928844,457819,2023-11-26T21:28:47.355617,Completed,Credit Card,"8146 White Junction Apt. 605 East Andrewbury, IL 02180",USS Gardner FPO AP 50560,0.0,2363.17,24.93,28239.56,USD,2023-11-26T21:28:47.355617,2023-11-30T21:28:47.355617,27801.99
19928847,499343,2023-12-16T20:09:41.361251,Completed,Cash on Delivery,"0204 Felicia Cliffs New Kevin, NC 81019","PSC 3545, Box 0980 APO AE 12298",0.0,753.37,41.92,9586.23,EUR,2023-12-16T20:09:41.361251,2023-12-21T20:09:41.361251,8863.119999999999
19928849,436177,2025-02-23T10:10:08.953336,Shipped,Debit Card,"425 Herman Cliff Suite 445 East Kyleside, GA 56969","70140 Davis Plaza Fosterside, TX 76121",0.0,1179.0,7.63,15057.21,CAD,2025-02-23T10:10:08.953336,2025-02-24T10:10:08.953336,13870.58
19928853,464767,2025-02-01T17:04:50.749424,Completed,Credit Card,"489 Kimberly Dam Suite 319 Robertston, MT 00619","1131 Amy Meadow West Charles, MD 32158",0.0,2413.4,33.58,29848.77,USD,2025-02-01T17:04:50.749424,2025-02-03T17:04:50.749424,28392.93
19928857,468466,2025-04-22T14:24:03.008220,Completed,Cash on Delivery,"199 Ronald Pine Briantown, MO 38416","079 Matthew Camp Raymondbury, NJ 57816",0.0,1043.29,19.17,13001.38,EUR,2025-04-22T14:24:03.008220,2025-04-27T14:24:03.008220,12273.97
19928870,477991,2024-04-24T15:39:12.445897,Completed,Cash on Delivery,"26554 James Causeway Robbinsfurt, SC 78493","8515 Mackenzie Port Normaside, NJ 08457",45.16,531.93,39.13,6189.29,USD,2024-04-24T15:39:12.445897,2024-05-01T15:39:12.445897,6258.0
19928897,412074,2024-01-02T14:47:42.685678,Completed,Cash on Delivery,USNS Gardner FPO AE 54623,"746 Cynthia Green New Dawn, MP 75278",0.0,154.64,44.21,2018.12,USD,2024-01-02T14:47:42.685678,2024-01-05T14:47:42.685678,1819.27
19928901,433902,2024-01-21T00:33:58.411082,Processing,Debit Card,"88537 Sara Wells Suite 389 Sheliashire, PW 90500","076 Walker Dale New Julie, NV 73634",0.0,1876.38,35.85,23438.25,CAD,2024-01-21T00:33:58.411082,2024-01-23T00:33:58.411082,22075.1
19928902,412530,2024-10-18T05:13:19.875249,Cancelled,Bank Transfer,"365 Lauren Bypass Matthewtown, NV 29442","05261 Shelton Meadows Scottmouth, MS 14800",0.0,2222.59,5.06,28375.81,USD,2024-10-18T05:13:19.875249,2024-10-21T05:13:19.875249,26148.160000000003
19928910,467663,2023-10-21T03:28:57.512011,Shipped,Bank Transfer,"125 Woodard Loop Brandonville, PR 27896",Unit 3271 Box 7904 DPO AP 92784,9.76,141.54,31.1,1828.08,USD,2023-10-21T03:28:57.512011,2023-10-26T03:28:57.512011,1665.2
19928912,417026,2025-04-11T13:17:05.882367,Completed,Digital Wallet,"4628 Reed Garden Apt. 462 East Christopherside, RI 07979","60844 Yoder Extension Suite 059 Elizabethfurt, VI 81710",0.0,793.05,11.25,10134.3,GBP,2025-04-11T13:17:05.882367,2025-04-18T13:17:05.882367,9330.0
19928914,469674,2023-10-04T03:39:39.422395,Shipped,Debit Card,"12518 James Road Suite 384 Andersonstad, WA 43133","10782 Anderson Spring Morganmouth, OH 62863",0.0,1334.43,45.65,17024.17,USD,2023-10-04T03:39:39.422395,2023-10-09T03:39:39.422395,15699.2
19928926,448658,2023-10-24T19:53:24.926448,Completed,PayPal,"913 Carl Cliff Suite 192 Ronaldburgh, TN 83154","67234 Butler Stream Suite 733 New Deannabury, FM 74217",0.0,802.26,5.36,10168.25,GBP,2023-10-24T19:53:24.926448,2023-10-31T19:53:24.926448,9438.330000000002
19928939,481786,2024-11-09T17:05:59.108049,Completed,Cash on Delivery,"817 Cowan Rapid Garyhaven, ID 52518","27432 Hernandez Mountains Suite 019 North Holly, MD 49287",37.95,509.35,9.84,6444.19,USD,2024-11-09T17:05:59.108049,2024-11-13T17:05:59.108049,5992.33
19928941,401070,2024-10-11T12:25:18.321298,Completed,Cash on Delivery,"2681 Melissa Tunnel Suite 302 Cameronchester, IA 54219","9292 Perkins Street Apt. 560 East Patricia, UT 67402",0.0,1484.0,38.23,18981.03,USD,2024-10-11T12:25:18.321298,2024-10-14T12:25:18.321298,17458.8
19928957,411034,2023-12-03T18:39:20.864321,Completed,Cash on Delivery,"5651 David Court Apt. 923 South Christopherview, MD 27859","67559 Ramirez Lights Robertstad, WI 25529",0.0,755.96,7.77,9261.77,EUR,2023-12-03T18:39:20.864321,2023-12-09T18:39:20.864321,8893.7
19928995,499561,2025-05-26T17:13:22.007643,Completed,Debit Card,"96512 Kimberly Village Robbinsland, NY 50659","64439 Nguyen Canyon Lake Morgan, SC 23080",33.89,463.86,26.9,5914.08,USD,2025-05-26T17:13:22.007643,2025-05-27T17:13:22.007643,5457.21
19928997,459938,2024-03-21T03:05:23.443457,Completed,PayPal,"1607 Palmer Harbor Pearsonshire, MO 23020","7232 Shawn Light New Emily, AL 25893",17.25,1520.34,30.36,19416.17,CAD,2024-03-21T03:05:23.443457,2024-03-23T03:05:23.443457,17886.38
19929002,486898,2025-06-12T22:51:05.874371,Cancelled,PayPal,USNV Vaughn FPO AA 24283,"044 Kenneth Orchard Lake Kristina, AK 90458",0.0,2638.88,43.42,33593.88,GBP,2025-06-12T22:51:05.874371,2025-06-17T22:51:05.874371,31045.67
19929009,438488,2025-06-04T20:49:59.298266,Completed,Cash on Delivery,"5086 Kyle Forges Suite 213 Austintown, CA 86669",USNV Chapman FPO AE 01477,0.0,1100.77,38.15,14085.78,USD,2025-06-04T20:49:59.298266,2025-06-11T20:49:59.298266,12950.18
19929018,482449,2024-11-15T12:20:16.352180,Completed,Bank Transfer,"94472 Griffin Dale East Sarahport, SC 53690","1829 Anthony Brook Apt. 481 Wendyfurt, AL 77091",97.1,2488.35,4.03,30753.5,EUR,2024-11-15T12:20:16.352180,2024-11-20T12:20:16.352180,29274.7
19929035,445515,2023-09-18T10:21:30.539629,Completed,PayPal,"768 Raymond Orchard Apt. 965 East Brandon, IL 81030","51214 James Garden Lake Brandon, OR 18260",0.0,2898.66,45.31,34944.58,CAD,2023-09-18T10:21:30.539629,2023-09-18T10:21:30.539629,34101.880000000005
19929042,403079,2024-07-03T12:52:30.918947,Shipped,Debit Card,"535 Cannon Plain Apt. 567 Andrewchester, NV 93058","6310 Mann Oval Apt. 019 Braunland, MN 56450",0.0,426.06,19.04,5457.53,USD,2024-07-03T12:52:30.918947,2024-07-05T12:52:30.918947,5012.43
19929054,408049,2025-05-12T12:57:20.611053,Returned,PayPal,"22037 Clay Views Krystalton, NC 32672","189 Marquez Alley Suite 952 Jamesville, SC 29308",0.0,594.98,11.35,7209.72,USD,2025-05-12T12:57:20.611053,2025-05-15T12:57:20.611053,6999.73
19929057,440931,2025-01-26T05:55:36.227552,Completed,Cash on Delivery,"063 Samuel Trace Cantuchester, IA 62379","7736 Wesley Drives Suite 748 Lake Anna, MS 23364",0.0,2146.07,26.16,26780.72,USD,2025-01-26T05:55:36.227552,2025-01-29T05:55:36.227552,25247.86
19929059,466636,2024-05-21T06:44:47.772400,Completed,Bank Transfer,"11187 John Ridge Skinnerchester, ID 11824",Unit 2669 Box 3595 DPO AE 68352,0.0,425.84,8.1,5443.85,EUR,2024-05-21T06:44:47.772400,2024-05-23T06:44:47.772400,5009.91
19929087,422936,2024-10-27T11:01:10.398217,Shipped,Digital Wallet,"510 Patrick Spur Morganmouth, OH 43578","5010 Stacey Fields Apt. 764 Kevinmouth, ND 42361",0.0,621.41,28.66,7461.7,USD,2024-10-27T11:01:10.398217,2024-11-02T11:01:10.398217,7310.65
19929114,455422,2024-06-08T12:49:59.389662,Completed,Debit Card,"3084 Morse Mountains New Elizabethfurt, NC 12046","33924 James Rest Apt. 555 Bradleyberg, SC 22408",0.0,2699.65,7.62,34467.89,USD,2024-06-08T12:49:59.389662,2024-06-09T12:49:59.389662,31760.620000000003
19929119,445579,2024-12-17T07:41:10.968310,Processing,Digital Wallet,"04086 Williams Shore Apt. 057 East Jessicamouth, TN 98950","6987 Robles Brook Apt. 691 Port Christina, FL 27099",0.0,1439.75,45.56,17595.48,USD,2024-12-17T07:41:10.968310,2024-12-22T07:41:10.968310,16938.22
19929131,483549,2024-11-15T02:18:14.906866,Completed,Bank Transfer,"44779 Tanner Ville Apt. 370 New Nicoleville, AK 53130","402 Gonzalez Roads Suite 994 Robertsmouth, GU 49829",64.42,2111.62,39.78,24592.29,USD,2024-11-15T02:18:14.906866,2024-11-19T02:18:14.906866,24842.56
19929132,428148,2025-01-02T18:27:11.173248,Completed,Cash on Delivery,"4642 Weaver Underpass Teresatown, KS 95878",USCGC Bradshaw FPO AE 66491,90.64,449.16,16.21,5658.99,USD,2025-01-02T18:27:11.173248,2025-01-08T18:27:11.173248,5284.26
19929148,410122,2024-09-16T01:15:22.192339,Completed,Bank Transfer,"52784 Barron Crossroad Apt. 556 East Ryanside, OR 62078","318 Michelle Harbors West Vicki, ID 49408",0.0,168.16,41.38,2179.92,USD,2024-09-16T01:15:22.192339,2024-09-21T01:15:22.192339,1978.3
19929151,473877,2025-04-01T14:07:00.005697,Completed,Bank Transfer,"94257 Catherine Forks Suite 776 East Rebeccaburgh, NC 92556","993 Daniel Islands Apt. 234 Stokesshire, MI 71101",41.69,1318.13,35.52,16782.75,USD,2025-04-01T14:07:00.005697,2025-04-05T14:07:00.005697,15507.38
19929152,482931,2024-08-01T04:48:27.284245,Completed,PayPal,"07255 Meyers Court Apt. 806 Port Kathleen, MS 58134","56225 Hall Shoals Tiffanyburgh, CO 06226",40.52,798.96,33.47,10070.72,GBP,2024-08-01T04:48:27.284245,2024-08-06T04:48:27.284245,9399.48
19929167,475076,2024-12-31T01:21:03.296825,Completed,Credit Card,"9212 Janice Prairie Crossside, IL 86513","820 Summers Knoll Apt. 473 New Kimberly, SC 57305",0.0,1432.06,6.07,18092.07,EUR,2024-12-31T01:21:03.296825,2025-01-07T01:21:03.296825,16847.8
19929189,401965,2025-01-26T01:35:54.318634,Completed,Digital Wallet,"0750 Rivera Knoll Adamton, DC 76639","07197 Parsons Cliff Dustinville, MT 50403",0.0,1578.82,48.07,19791.93,EUR,2025-01-26T01:35:54.318634,2025-01-30T01:35:54.318634,18574.36
19929195,469851,2025-06-01T20:35:18.839309,Completed,Debit Card,"7423 Susan Loop Apt. 835 Lisafurt, TN 62156","46507 Jacqueline Ports New Jenniferville, AS 04948",0.0,1769.45,25.94,21866.09,EUR,2025-06-01T20:35:18.839309,2025-06-05T20:35:18.839309,20817.04
19929199,498047,2025-01-11T19:49:57.662663,Completed,Bank Transfer,"822 Garcia Turnpike Apt. 001 Hernandezton, PW 52456","635 Charles Springs North Mary, OR 95614",0.0,1939.27,44.7,24798.93,EUR,2025-01-11T19:49:57.662663,2025-01-15T19:49:57.662663,22814.96
19929211,438127,2025-06-23T10:01:18.739347,Completed,PayPal,"394 Jeremiah Trail Apt. 990 Nataliefort, AR 67401","469 Jones Harbors Apt. 971 Lake Tonya, AL 21051",70.17,759.93,35.65,9665.73,GBP,2025-06-23T10:01:18.739347,2025-06-25T10:01:18.739347,8940.320000000002
19929213,471299,2025-05-02T04:20:10.856898,Completed,PayPal,"77251 Brian Cliffs Apt. 208 Willischester, PW 57071","92726 Rachel Mall Apt. 117 North Sarah, OR 41904",0.0,507.98,23.75,6507.99,CAD,2025-05-02T04:20:10.856898,2025-05-02T04:20:10.856898,5976.26
19929217,437830,2025-05-25T23:51:25.302942,Completed,Debit Card,"718 Jessica Curve Davisberg, NC 75582","9355 Melissa Unions Suite 312 Rodneychester, LA 63302",0.0,410.84,4.84,4931.5,USD,2025-05-25T23:51:25.302942,2025-05-28T23:51:25.302942,4833.43
